GEO_ID,GEOID20,NAME,P4_001N,P4_002N,P4_003N,P4_004N,P4_005N,P4_006N,P4_007N,P4_008N,P4_009N,P4_010N,P4_011N,P4_012N,P4_013N,P4_014N,P4_015N,P4_016N,P4_017N,P4_018N,P4_019N,P4_020N,P4_021N,P4_022N,P4_023N,P4_024N,P4_025N,P4_026N,P4_027N,P4_028N,P4_029N,P4_030N,P4_031N,P4_032N,P4_033N,P4_034N,P4_035N,P4_036N,P4_037N,P4_038N,P4_039N,P4_040N,P4_041N,P4_042N,P4_043N,P4_044N,P4_045N,P4_046N,P4_047N,P4_048N,P4_049N,P4_050N,P4_051N,P4_052N,P4_053N,P4_054N,P4_055N,P4_056N,P4_057N,P4_058N,P4_059N,P4_060N,P4_061N,P4_062N,P4_063N,P4_064N,P4_065N,P4_066N,P4_067N,P4_068N,P4_069N,P4_070N,P4_071N,P4_072N,P4_073N,state,county,tract
1400000US35049010400,35049010400,"Census Tract 104, Santa Fe County, New Mexico",3032,452,2580,2491,2345,25,10,88,0,23,89,86,2,22,22,2,31,3,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,10400
1400000US35049010500,35049010500,"Census Tract 105, Santa Fe County, New Mexico",1594,335,1259,1216,1170,4,5,25,1,11,43,41,3,16,3,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,10500
1400000US35049010601,35049010601,"Census Tract 106.01, Santa Fe County, New Mexico",4669,1979,2690,2561,2220,52,116,123,3,47,129,121,7,50,16,0,39,7,0,0,2,0,0,0,0,0,0,8,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,10601
1400000US35049010602,35049010602,"Census Tract 106.02, Santa Fe County, New Mexico",2761,307,2454,2357,2286,8,20,30,1,12,97,92,9,44,10,0,29,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,10602
1400000US35049010603,35049010603,"Census Tract 106.03, Santa Fe County, New Mexico",2017,843,1174,1103,1051,5,30,10,0,7,71,70,7,17,11,2,27,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,10603
1400000US35049010701,35049010701,"Census Tract 107.01, Santa Fe County, New Mexico",3385,437,2948,2835,2702,33,22,44,4,30,113,109,12,40,13,0,42,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,10701
1400000US35049010702,35049010702,"Census Tract 107.02, Santa Fe County, New Mexico",1422,253,1169,1139,1098,3,4,20,0,14,30,30,0,14,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,10702
1400000US35049010800,35049010800,"Census Tract 108, Santa Fe County, New Mexico",2424,883,1541,1471,1398,9,21,31,0,12,70,67,1,25,9,0,29,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,10800
1400000US35049010900,35049010900,"Census Tract 109, Santa Fe County, New Mexico",2713,1219,1494,1431,1354,14,21,31,0,11,63,62,2,23,13,0,21,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,49,10900
1400000US35049940300,35049940300,"Census Tract 9403, Santa Fe County, New Mexico",1391,682,709,681,272,2,398,8,0,1,28,28,0,7,0,6,8,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,940300
1400000US35049940400,35049940400,"Census Tract 9404, Santa Fe County, New Mexico",1362,466,896,876,520,2,340,11,0,3,20,18,1,11,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,940400
1400000US35049940500,35049940500,"Census Tract 9405, Santa Fe County, New Mexico",1498,812,686,647,288,10,329,9,6,5,39,37,1,13,6,1,14,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,940500
1400000US35049940600,35049940600,"Census Tract 9406, Santa Fe County, New Mexico",2809,1714,1095,1037,743,13,250,14,2,15,58,53,0,21,5,0,21,3,0,0,0,2,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,940600
1400000US35049940900,35049940900,"Census Tract 9409, Santa Fe County, New Mexico",2478,1929,549,515,385,23,60,42,2,3,34,34,0,11,14,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,940900
1400000US35049980000,35049980000,"Census Tract 9800, Santa Fe County, New Mexico",922,609,313,307,191,60,52,4,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,980000
1400000US35049980200,35049980200,"Census Tract 9802, Santa Fe County, New Mexico",35,15,20,13,9,0,0,2,0,2,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,980200
1400000US35051962200,35051962200,"Census Tract 9622, Sierra County, New Mexico",2741,721,2020,1913,1796,13,40,55,0,9,107,103,6,61,6,0,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,51,962200
1400000US35051962300,35051962300,"Census Tract 9623, Sierra County, New Mexico",2687,685,2002,1906,1824,26,31,16,0,9,96,93,6,61,3,0,19,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,51,962300
1400000US35051962401,35051962401,"Census Tract 9624.01, Sierra County, New Mexico",2110,310,1800,1705,1659,8,18,16,0,4,95,92,1,64,0,0,21,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,51,962401
1400000US35051962402,35051962402,"Census Tract 9624.02, Sierra County, New Mexico",2257,720,1537,1473,1436,8,17,4,3,5,64,64,4,31,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,51,962402
1400000US35053940000,35053940000,"Census Tract 9400, Socorro County, New Mexico",1100,31,1069,1063,47,0,1008,8,0,0,6,5,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,53,940000
1400000US35053978100,35053978100,"Census Tract 9781, Socorro County, New Mexico",2862,1556,1306,1235,1140,15,58,18,0,4,71,69,11,32,2,0,22,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,53,978100
1400000US35053978200,35053978200,"Census Tract 9782, Socorro County, New Mexico",1329,454,875,835,749,5,77,3,0,1,40,40,0,29,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,53,978200
1400000US35053978301,35053978301,"Census Tract 9783.01, Socorro County, New Mexico",2108,1178,930,869,752,15,46,45,2,9,61,57,11,24,5,0,15,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,53,978301
1400000US35053978302,35053978302,"Census Tract 9783.02, Socorro County, New Mexico",3242,1413,1829,1724,1366,51,111,170,2,24,105,103,19,21,28,9,26,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,53,978302
1400000US35053978303,35053978303,"Census Tract 9783.03, Socorro County, New Mexico",2434,1543,891,828,686,13,88,19,4,18,63,58,0,31,3,1,18,0,0,2,3,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,53,978303
1400000US35055940000,35055940000,"Census Tract 9400, Taos County, New Mexico",1284,943,341,322,177,0,135,0,0,10,19,19,4,10,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,940000
1400000US35055940101,35055940101,"Census Tract 9401.01, Taos County, New Mexico",3172,875,2297,2208,1245,8,914,13,0,28,89,84,12,35,7,1,23,5,0,0,0,0,0,1,0,0,0,5,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,940101
1400000US35055940102,35055940102,"Census Tract 9401.02, Taos County, New Mexico",3662,1619,2043,1959,1837,15,60,19,0,28,84,83,13,32,6,0,30,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,940102
1400000US35055952101,35055952101,"Census Tract 9521.01, Taos County, New Mexico",3077,1107,1970,1877,1778,1,37,25,1,35,93,91,7,31,21,0,31,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,952101
1400000US35055952102,35055952102,"Census Tract 9521.02, Taos County, New Mexico",2530,1240,1290,1254,1205,14,12,13,0,10,36,34,0,12,5,1,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,952102
1400000US35055952300,35055952300,"Census Tract 9523, Taos County, New Mexico",2594,1130,1464,1392,1289,14,37,13,1,38,72,70,6,31,2,1,27,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,952300
1400000US35055952601,35055952601,"Census Tract 9526.01, Taos County, New Mexico",2309,1002,1307,1244,1110,12,74,27,0,21,63,58,8,25,6,1,14,0,0,0,2,0,0,0,2,0,0,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,952601
1400000US35055952602,35055952602,"Census Tract 9526.02, Taos County, New Mexico",4548,2710,1838,1740,1560,24,94,23,0,39,98,94,14,35,17,1,20,5,0,0,0,0,0,1,1,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,952602
1400000US35055952701,35055952701,"Census Tract 9527.01, Taos County, New Mexico",2911,1320,1591,1502,1397,9,47,29,2,18,89,86,9,40,1,4,32,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,952701
1400000US35055952702,35055952702,"Census Tract 9527.02, Taos County, New Mexico",2358,1470,888,825,762,7,39,7,0,10,63,60,3,22,0,0,20,0,0,0,1,0,0,1,13,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,952702
1400000US35057963201,35057963201,"Census Tract 9632.01, Torrance County, New Mexico",3035,862,2173,2039,1922,21,42,19,0,35,134,127,6,62,14,2,42,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,57,963201
1400000US35057963202,35057963202,"Census Tract 9632.02, Torrance County, New Mexico",2328,870,1458,1370,1277,26,39,10,1,17,88,83,3,42,5,9,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,57,963202
1400000US35057963601,35057963601,"Census Tract 9636.01, Torrance County, New Mexico",4600,1871,2729,2586,2438,32,92,12,1,11,143,130,14,79,10,2,25,0,0,0,0,0,0,0,0,0,0,10,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,35,57,963601
1400000US35057963700,35057963700,"Census Tract 9637, Torrance County, New Mexico",1709,695,1014,983,927,13,19,4,0,20,31,27,5,15,1,0,4,0,0,0,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,57,963700
1400000US35057980000,35057980000,"Census Tract 9800, Torrance County, New Mexico",261,223,38,38,32,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,57,980000
1400000US35059950200,35059950200,"Census Tract 9502, Union County, New Mexico",3260,1236,2024,1943,1814,59,49,6,4,11,81,67,7,31,3,0,22,0,1,2,0,0,0,0,1,0,0,11,0,6,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,59,950200
1400000US35061940300,35061940300,"Census Tract 9403, Valencia County, New Mexico",675,56,619,597,26,1,564,1,2,3,22,20,2,15,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,940300
1400000US35061941400,35061941400,"Census Tract 9414, Valencia County, New Mexico",2530,1343,1187,1118,944,38,99,25,1,11,69,66,8,31,6,2,16,1,0,0,1,0,0,0,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,941400
1400000US35061970101,35061970101,"Census Tract 9701.01, Valencia County, New Mexico",3188,2240,948,882,777,30,57,0,2,16,66,61,7,33,7,1,9,2,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970101
1400000US35061970103,35061970103,"Census Tract 9701.03, Valencia County, New Mexico",2205,1259,946,881,788,11,53,11,0,18,65,64,1,35,7,1,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970103
1400000US35061970104,35061970104,"Census Tract 9701.04, Valencia County, New Mexico",2686,1417,1269,1215,1109,20,56,16,0,14,54,54,8,32,5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970104
1400000US35061970200,35061970200,"Census Tract 9702, Valencia County, New Mexico",3201,1227,1974,1888,1749,12,87,7,0,33,86,81,0,48,6,3,24,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,970200
1400000US35061970302,35061970302,"Census Tract 9703.02, Valencia County, New Mexico",1943,978,965,904,810,36,16,27,5,10,61,60,11,24,8,0,8,0,2,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,35,61,970302
